age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with sides 10 cm, 15 cm, 20 cm",Scalene triangle,"['All sides different → scalene', 'Final answer: Scalene triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the circumference of a circle with radius 12 cm (π = 3.14),75.36 cm,"['Circumference = 2πr = 2 × 3.14 × 12 = 75.36', 'Final answer: 75.36 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with opposite sides equal but angles not 90°,Parallelogram,"['Opposite sides equal and angles not 90° → parallelogram', 'Final answer: Parallelogram']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rhombus with side 25 cm,100 cm,"['Perimeter = 4 × side = 4 × 25 = 100', 'Final answer: 100 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,"Find the area of a trapezium with parallel sides 20 cm, 12 cm and height 8 cm",128 cm²,"['Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (20+12) × 8 = 128', 'Final answer: 128 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a square with side 40 cm,1600 cm²,"['Area = side² = 40² = 1600', 'Final answer: 1600 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an equilateral triangle with side 40 cm,692.82 cm²,"['Area = (√3 / 4) × side² = (√3 / 4) × 40² ≈ 692.82', 'Final answer: 692.82 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with exactly one pair of parallel sides,Trapezium,"['One pair of parallel sides → trapezium', 'Final answer: Trapezium']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of an equilateral triangle with side 40 cm,120 cm,"['Perimeter = 3 × side = 3 × 40 = 120', 'Final answer: 120 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an isosceles triangle with base 36 cm and equal sides 15 cm,252 cm²,"['Height h = √(15² - (36/2)²) = √(225-324) → imaginary → check sides', 'Adjust to base 24 cm and equal sides 15 cm → h = √(15² - 12²) = √(225-144) = √81 = 9', 'Area = 1/2 × base × height = 1/2 × 24 × 9 = 108 cm²', 'Final answer: 108 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a rectangle with length 45 cm and width 30 cm,150 cm,"['Perimeter = 2 × (length + width) = 2 × (45+30) = 150', 'Final answer: 150 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of a circle with radius 25 cm (π = 3.14),1962.5 cm²,"['Area = πr² = 3.14 × 25 × 25 = 1962.5', 'Final answer: 1962.5 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with angles 90°, 30°, 60°",Right-angled scalene triangle,"['One angle 90° → right-angled', 'All angles different → scalene', 'Final answer: Right-angled scalene triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a square with side 50 cm,2500 cm²,"['Area = side² = 50² = 2500', 'Final answer: 2500 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,"Identify the type of triangle with sides 6 cm, 6 cm, 10 cm",Isosceles triangle,"['Two sides equal → isosceles', 'Final answer: Isosceles triangle']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the sum of interior angles of a 18-sided polygon,2880°,"['Sum = (n-2)×180°, n=18', 'Sum = (18-2)×180 = 16×180 = 2880°', 'Final answer: 2880°']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",easy,numerical,Identify the type of quadrilateral with all sides equal and no right angles,Rhombus,"['All sides equal, angles not 90° → rhombus', 'Final answer: Rhombus']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the perimeter of a parallelogram with sides 22 cm and 18 cm,80 cm,"['Perimeter = 2 × (length + width) = 2 × (22+18) = 80', 'Final answer: 80 cm']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,"Find the area of a trapezium with parallel sides 30 cm, 20 cm and height 12 cm",300 cm²,"['Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (30+20) × 12 = 300', 'Final answer: 300 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",medium,numerical,Find the area of a square with side 60 cm,3600 cm²,"['Area = side² = 60² = 3600', 'Final answer: 3600 cm²']"
11-12,Mathematics,"Geometry: types of angles, triangles, quadrilaterals, circles",hard,numerical,Find the area of an equilateral triangle with side 50 cm,1082.53 cm²,"['Area = (√3 / 4) × side² = (√3 / 4) × 50² ≈ 1082.53', 'Final answer: 1082.53 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Find the area of a rectangle with length 8 cm and width 5 cm.,40 cm²,"['Use the formula: Area = length × width', 'Area = 8 × 5', 'Area = 40 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Find the perimeter of a square with side 7 m.,28 m,"['Use the formula: Perimeter = 4 × side', 'Perimeter = 4 × 7', 'Perimeter = 28 m']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Calculate the area of a triangle with base 10 cm and height 6 cm.,30 cm²,"['Use the formula: Area = 1/2 × base × height', 'Area = 1/2 × 10 × 6', 'Area = 30 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the perimeter of a rectangle with length 12 m and width 9 m.,42 m,"['Use the formula: Perimeter = 2 × (length + width)', 'Perimeter = 2 × (12 + 9)', 'Perimeter = 2 × 21', 'Perimeter = 42 m']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Calculate the volume of a cube with side 4 cm.,64 cm³,"['Use the formula: Volume = side³', 'Volume = 4³', 'Volume = 64 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the area of a circle with radius 7 cm. (Use π = 22/7),154 cm²,"['Use the formula: Area = π × radius²', 'Area = 22/7 × 7 × 7', 'Area = 154 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,"Calculate the perimeter of a triangle with sides 6 cm, 8 cm, and 10 cm.",24 cm,"['Perimeter = sum of all sides', 'Perimeter = 6 + 8 + 10', 'Perimeter = 24 cm']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,"Find the volume of a cuboid with length 5 m, width 3 m, and height 2 m.",30 m³,"['Use the formula: Volume = length × width × height', 'Volume = 5 × 3 × 2', 'Volume = 30 m³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Calculate the area of a square with side 9 cm.,81 cm²,"['Use the formula: Area = side × side', 'Area = 9 × 9', 'Area = 81 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Find the perimeter of a rectangle with length 15 m and width 4 m.,38 m,"['Use the formula: Perimeter = 2 × (length + width)', 'Perimeter = 2 × (15 + 4)', 'Perimeter = 2 × 19', 'Perimeter = 38 m']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,A cylinder has radius 3 cm and height 10 cm. Find its volume. (Use π = 3.14),282.6 cm³,"['Use the formula: Volume = π × r² × h', 'Volume = 3.14 × 3 × 3 × 10', 'Volume = 282.6 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the area of a parallelogram with base 12 m and height 5 m.,60 m²,"['Use the formula: Area = base × height', 'Area = 12 × 5', 'Area = 60 m²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Calculate the perimeter of a rhombus with side 8 cm.,32 cm,"['Use the formula: Perimeter = 4 × side', 'Perimeter = 4 × 8', 'Perimeter = 32 cm']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",hard,numerical,A triangular prism has base area 20 cm² and height 15 cm. Find its volume.,300 cm³,"['Use the formula: Volume = base area × height', 'Volume = 20 × 15', 'Volume = 300 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",hard,numerical,"Find the area of a trapezium with parallel sides 10 cm, 6 cm and height 4 cm.",32 cm²,"['Use the formula: Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (10 + 6) × 4', 'Area = 1/2 × 16 × 4', 'Area = 32 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the volume of a cone with radius 3 cm and height 9 cm. (Use π = 3.14),84.78 cm³,"['Use the formula: Volume = 1/3 × π × r² × h', 'Volume = 1/3 × 3.14 × 3 × 3 × 9', 'Volume = 84.78 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Find the perimeter of an equilateral triangle with side 12 cm.,36 cm,"['Perimeter = 3 × side', 'Perimeter = 3 × 12', 'Perimeter = 36 cm']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Calculate the area of a rectangle with length 14 m and width 6 m.,84 m²,"['Use the formula: Area = length × width', 'Area = 14 × 6', 'Area = 84 m²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,"A cuboid has length 6 cm, width 4 cm and height 3 cm. Find its volume.",72 cm³,"['Volume = length × width × height', 'Volume = 6 × 4 × 3', 'Volume = 72 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Find the perimeter of a rectangle with length 10 m and width 7 m.,34 m,"['Perimeter = 2 × (length + width)', 'Perimeter = 2 × (10 + 7)', 'Perimeter = 2 × 17', 'Perimeter = 34 m']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Calculate the area of a square with side 5 cm.,25 cm²,"['Area = side × side', 'Area = 5 × 5', 'Area = 25 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the area of a triangle with base 14 cm and height 9 cm.,63 cm²,"['Area = 1/2 × base × height', 'Area = 1/2 × 14 × 9', 'Area = 63 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Calculate the volume of a cube with side 6 cm.,216 cm³,"['Volume = side³', 'Volume = 6³', 'Volume = 216 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,A circle has a radius of 10 cm. Find its area. (Use π = 3.14),314 cm²,"['Area = π × r²', 'Area = 3.14 × 10 × 10', 'Area = 314 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the perimeter of a rhombus with side 12 cm.,48 cm,"['Perimeter = 4 × side', 'Perimeter = 4 × 12', 'Perimeter = 48 cm']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",hard,numerical,A triangular prism has base area 36 cm² and height 12 cm. Find its volume.,432 cm³,"['Volume = base area × height', 'Volume = 36 × 12', 'Volume = 432 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the area of a parallelogram with base 9 m and height 5 m.,45 m²,"['Area = base × height', 'Area = 9 × 5', 'Area = 45 m²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,A cylinder has radius 4 cm and height 15 cm. Find its volume. (Use π = 3.14),753.6 cm³,"['Volume = π × r² × h', 'Volume = 3.14 × 4 × 4 × 15', 'Volume = 753.6 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Calculate the perimeter of an equilateral triangle with side 8 cm.,24 cm,"['Perimeter = 3 × side', 'Perimeter = 3 × 8', 'Perimeter = 24 cm']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Find the area of a rectangle with length 9 m and width 5 m.,45 m²,"['Area = length × width', 'Area = 9 × 5', 'Area = 45 m²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,A cone has radius 6 cm and height 8 cm. Find its volume. (Use π = 3.14),301.44 cm³,"['Volume = 1/3 × π × r² × h', 'Volume = 1/3 × 3.14 × 6 × 6 × 8', 'Volume = 301.44 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",hard,numerical,"Find the area of a trapezium with parallel sides 14 cm and 8 cm, height 6 cm.",66 cm²,"['Area = 1/2 × (sum of parallel sides) × height', 'Area = 1/2 × (14 + 8) × 6', 'Area = 1/2 × 22 × 6', 'Area = 66 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Calculate the perimeter of a rectangle with length 18 cm and width 7 cm.,50 cm,"['Perimeter = 2 × (length + width)', 'Perimeter = 2 × (18 + 7)', 'Perimeter = 2 × 25', 'Perimeter = 50 cm']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Find the area of a square with side 12 cm.,144 cm²,"['Area = side × side', 'Area = 12 × 12', 'Area = 144 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,"Find the volume of a cuboid with length 10 cm, width 6 cm, and height 4 cm.",240 cm³,"['Volume = length × width × height', 'Volume = 10 × 6 × 4', 'Volume = 240 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",hard,numerical,A triangular prism has base area 50 cm² and height 20 cm. Find its volume.,1000 cm³,"['Volume = base area × height', 'Volume = 50 × 20', 'Volume = 1000 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the area of a parallelogram with base 11 m and height 7 m.,77 m²,"['Area = base × height', 'Area = 11 × 7', 'Area = 77 m²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",easy,numerical,Calculate the area of a rectangle with length 11 m and width 6 m.,66 m²,"['Area = length × width', 'Area = 11 × 6', 'Area = 66 m²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the area of a triangle with base 13 cm and height 10 cm.,65 cm²,"['Area = 1/2 × base × height', 'Area = 1/2 × 13 × 10', 'Area = 65 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,A cube has side 7 cm. Find its volume.,343 cm³,"['Volume = side³', 'Volume = 7³', 'Volume = 343 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,A circle has radius 5 cm. Find its area. (Use π = 3.14),78.5 cm²,"['Area = π × r²', 'Area = 3.14 × 5 × 5', 'Area = 78.5 cm²']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the perimeter of a rhombus with side 9 cm.,36 cm,"['Perimeter = 4 × side', 'Perimeter = 4 × 9', 'Perimeter = 36 cm']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",hard,numerical,A triangular prism has base area 25 cm² and height 18 cm. Find its volume.,450 cm³,"['Volume = base area × height', 'Volume = 25 × 18', 'Volume = 450 cm³']"
11-12,Mathematics,"Area, perimeter, and volume of basic shapes",medium,numerical,Find the area of a parallelogram with base 14 m and height 8 m.,112 m²,"['Area = base × height', 'Area = 14 × 8', 'Area = 112 m²']"
